,age,detailQuestion,level1Name,level2Name,question,sex
414,30岁,以前有过一次小便疼，说是尿路感染，凉着了。,外科,泌尿外科,龟头红，小便有刺痛感该吃什么药,男
415,3岁,我儿子最近尿频繁，几分钟就要拉一次。总感觉有尿，有时候就拉几滴。请问是怎么回事呢？,外科,泌尿外科,我儿子最近尿频繁，几分钟就要拉一次。总感,男
416,27岁,尿频尿急，阴囊潮湿，肛门处不舒服。睡眠不好。,外科,泌尿外科,尿频尿急，阴囊潮湿，肛门处不舒服。睡眠不,男
417,35岁,您好医生，我喝点水尿频，偶尔尿床，可以服用缩泉丸吗,外科,泌尿外科,您好医生，我喝点水尿频，偶尔尿床，可以服,女
418,63岁,我近半年来尿后滴沥，阴茎不能勃起。网上说调理包好，买了调理的药，有人参灵芝孢子粉、玛咖雪莲、人参黄精、黑松雄花露杞草片，让我四样同时吃，每样一粒，一天两次。我不知行不行，请您指导,外科,泌尿外科,我近半年来尿后滴沥，阴茎不能勃起。网上说,男
419,3岁,我闺女三岁经常尿频最近几天尿不点尿完还说有尿有时还尿不出来，还老说小便处不舒服，早上起来尿黄,外科,泌尿外科,我闺女三岁经常尿频最近几天尿不点尿完还说,女
420,25岁,你好，我尿频，早泄，怕冷，盗汗，是怎么回事？？？要买什么药吃吗？,外科,泌尿外科,早泄，尿频，盗汗，怕冷？是什么问题？,男
421,4岁,尿频，尿到最后会痛，这种情况开时不到一天时间。没有浮肿,外科,泌尿外科,4岁女孩尿频尿痛，尿有蛋白隐血白细胞红细,女
422,24岁,女性，23岁，尿频尿急,外科,泌尿外科,女性，23岁，尿频尿急,女
423,67岁,前列腺脓肿，糖尿病，尿道狭窄,外科,泌尿外科,前列腺脓肿，糖尿病，尿道狭窄,男
424,25岁,我的尿分叉已经四五年了，但是一直没发现其他反应！我不会痛或者什么的！但是就是分叉,外科,泌尿外科,我的尿分叉有几年了！,男
425,43岁,前列腺尿频尿急.，检查过是前列腺增大，想睡觉的时候就想解手,外科,泌尿外科,前列腺尿频尿急.，检查过是前列腺增大，想,男
426,22岁,尿频尿不尽尿了一会之后感觉还想尿这个会不会引起早泄,外科,泌尿外科,尿频尿不尽感觉尿了还想再尿这个会早,男
427,27岁,尿频，尿急，有时候刚上完没过多一会又想去，急得时候还憋不住,外科,泌尿外科,尿频，尿急，有时候刚上完没过多一会又想去,男
428,19岁,啪啪完后几个小时尿血，并且尿频尿急，一次只尿出一点，但是马上就又有尿意了，小腹有憋尿的感觉，,外科,泌尿外科,同房后尿血，尿频尿急是什么原因,女
429,27天,你好医生，我有尿频尿急尿不尽尿道有刺痛感然后性生活时间非常短,外科,泌尿外科,尿频尿急尿不尽，早泄，还有肾虚吃什么药好,男
430,21岁,最近感觉总是尿急，去上的时候总感觉尿不完，就是尿完还有尿意，做了尿液检查医生说没有问题，心里作用，可是有时候晚上都尿意逼得睡不着,外科,泌尿外科,最近感觉总是尿急，去上的时候总感觉尿不完,男
431,16岁,拉尿痛，小阴唇有点痛阴道口旁边有点痛还有瘙痒,外科,泌尿外科,拉尿痛，小阴唇有点痛阴道口旁边有点痛还有,女
432,41岁,尿频尿急，会阴部涨痛。前段时间在当地治疗过。尿道治疗后最近勃起硬度不够。无晨勃，,外科,泌尿外科,尿频尿急，会阴部涨痛。前段时间在当地治疗,男
433,22岁,排尿不适尿道口痒排尿时尿道口痛是怎么回事应该吃什么药,外科,泌尿外科,排尿不适尿道口痒排尿时尿道口痛是怎么回事,女
434,56岁,两个月前做了肾结石手术，做完以后就一直失眠，安神的药物一直都在吃，调理的中药也在吃，可是一直没有效果，一个月前因为检查出还有石头，就又做了个手术，之后失眠更加严重，每天吃药也没有效果,外科,泌尿外科,做完肾结石手术以后一直失眠,女
435,20岁,龟头阴茎特别敏感，尿频能憋住大概2小时去一次。尿检有红细胞，前列腺液检查医生说没有发炎迹象怎么回事,外科,泌尿外科,龟头阴茎特别敏感，尿频能憋住大概2小时去,男
436,19岁,我老是感觉尿频，每周都会做梦射精，然后做了个检查,外科,泌尿外科,我老是感觉尿频，每周都会做梦射精，然后做,男
437,19岁,19岁女性两周前有尿频尿急尿不尽尿痛尿血症状去医院检查后医生开药治疗一周后尿检单出来我没问医生请医生看下我还有没有问题了,外科,泌尿外科,19岁女性两周前有尿频尿急尿不尽尿痛尿血,女
438,31岁,我想问一下去哪里检查最好尿频。尿不尽怕是前列腺炎症。吃吃了好多药了，都没啥感好的，没啥感觉。西药能治好前列腺炎症吗？还吃了一些中药。,外科,泌尿外科,去什么医院检查尿频好？吃西药能治好吗,男
439,37岁,尿急有点血丝，但是不痛，就是最近半年里面，有血丝是偶尔出现并不是每天都会有！<br />有时候夫妻同房时间不是很久也就不到十分钟。现在就是担心这个尿急出现血丝的情况到底是什么引起的！,外科,泌尿外科,尿急有点血丝，但是不痛！,男
440,23岁,阴茎左上方和大腿内侧连接的地方总是有热热的痛感，痛感不强烈，坐了一段时间后感觉很明显，无尿频，尿急，尿不尽，尿滴白现象，医生，我是患了前列腺炎还是其它的病？,外科,泌尿外科,阴茎左上方和左腿内侧连接的地方疼痛,男
441,20岁,您好。尿痛。有白色分泌物。尿道口红。尿道疼。之前用过左氧。头孢。都耐药了。现在不知道用什么药了怎么办。生殖器上面有水泡,外科,泌尿外科,尿道疼。尿痛。有白色分泌物。左氧头孢耐药,男
442,35岁,尿急但是只尿一点，胸口有点发热疼，上厕所吐口水有点带血水,外科,泌尿外科,尿急但是只尿一点，胸口有点发热疼，上厕所,女
443,31岁,尿常规异常，尿蛋白弱阳性,外科,泌尿外科,尿常规异常，尿蛋白弱阳性,女
444,20岁,没有喝很多水，一晚上上了五次厕所，被尿急憋醒两次。经常憋尿和自慰。,外科,泌尿外科,尿频，一晚上上了五次厕所，怎么解决？,女
445,19岁,尿频尿急想睡觉腰疼身体感觉沉重，特别是背上腿软手脚冰凉记忆力差注意力不集中怂:怕得罪人有手淫习惯5年喜辣脸上暗沉长痘,外科,泌尿外科,尿频尿急想睡觉腰疼身体感觉沉重，特别是背,男
446,41岁,小便尿道口刺痛，排尿间断，尿频，，有结石史，请问这是什么情况,外科,泌尿外科,小便间断刺痛，,男
447,20岁,麻烦医生帮我看看有没有什么问题，尿频尿急上厕所很长时间，吃些什么药好？,外科,泌尿外科,麻烦医生帮我看看有没有什么问题，尿频尿急,女
448,33岁,腰疼，爱出汗，尿不尽，尿频，性生活时间短，想问一下医生是不是肾虚啊？从来没检查过，也不好意思去检查。,外科,泌尿外科,腰疼，爱出汗，尿不尽，尿频，性生活时间短,男
449,20岁,生殖器官四周疼痛睾丸上一阵一阵的痒。接近肛门那里火辣辣的黏黏的有点尿急尿频大腿上的有几粒很小的红点,外科,泌尿外科,生殖器官四周疼痛睾丸上一阵一阵的痒。接近,男
450,26岁,尿频尿急尿不尽，偶尔有手淫，生殖器有分泌物,外科,泌尿外科,尿频尿急尿不尽，偶尔有手淫，生殖器有分泌,男
451,27岁,医生昨天开始我下体有点难受，方便的时候快结束了有点疼，今天感觉还尿急下午的时候方便快结束的时候刺痛感狠强烈，我看了最后尿了一点血！目前我还有点发热怕冷，不知道这是什么情况还请医生告知,外科,泌尿外科,下体方便的时候疼痛还尿了一点血关健还发热,男
452,22岁,尿频尿急尿不尽尿血且尿完有酸感20女,外科,泌尿外科,尿频尿急尿不尽尿血且尿完有酸感20女,女
453,23岁,你好，我最近一直尿不尽去医院做了声超检查前列腺没事，就是尿完以后还总觉得有尿，看了两家医院说是有炎症是包皮过长引起的，但是我想专科医生检才放心。,外科,泌尿外科,你好，我最近一直尿不尽去医院做了声超检查,男
454,19岁,尿频，尿痛，并且每次排尿尿都呈淡紫色,外科,泌尿外科,尿频，尿痛，并且每次排尿尿都呈淡紫色,男
455,38岁,有一个月的时间了，尿频尿急夜尿频繁了，中间也去小诊所看看了，拿了药吃了，时好时坏的就到现在了，特别是饭后尿的更勤了。以前查过前列腺肥大，肾有点稍微的结石。,外科,泌尿外科,尿频尿急夜尿频繁怎么治疗，,男
456,22岁,第一次发病:8月11日左右症状:尿频，尿急由于自己怀疑是泌尿系统感染，去小药铺随便开了些泌尿系统感染的药，服用一周后无效并病情加重，症状:尿频，尿急，两大腿根部坠痛，睡眠质量严重下降，一晚上起四五次夜。去医院做了尿常规医生说尿合适，怀疑是慢性前列腺炎，开了前列疏通胶囊以及盐酸坦索罗辛缓稀释胶囊，服用一周后病情缓解。第二次发病10月20日左右，症状:尿频，尿急，尿不尽，小腹胀痛，左小腹灼烧。服用前列疏通胶囊以及奥硝唑片4日症状未减轻！请问医生必须要做前列腺液化验吗？目前应该吃什么药，注意哪些？怎样可以根治？谢谢医生！,外科,泌尿外科,前列腺发炎如何治疗,男
457,31岁,输尿管狭窄，肾积水，手术后7年，7年间平时什么事都没有，只要发烧腰部里面就会痛，痛的不算厉害，前几年每年有几次，这两年很少发烧，也不知道每次是不是它引起的发烧，这正常吗？,外科,泌尿外科,输尿管狭窄，肾积水，手术后7年，7年间平,女
458,21岁,我五天前开始尿痛，我就买了左氧氟沙星片吃，虽然症状好了许多可还是有尿频尿痛尿不尽的感觉。我就去医院做了尿常规，可是尿常规查出来是正常的，请问我这是什么原因造成的尿频尿痛啊,外科,泌尿外科,我五天前开始尿痛，我就买了左氧氟沙星片吃,男
459,37岁,夜尿频，口渴，医院做彩超说是前列腺有的肥大（增生）请问增生和前列腺炎是一码事吗，吃诺氟沙星管用吗，现在郁闷就是不知道该怎样治疗,外科,泌尿外科,夜尿频，口渴，医院做彩超说是前列腺有的肥,男
460,18岁,尿道炎好了，小便不刺痛了，当天晚上就喝酒了，第二天小便刺痛不是特别明显，但是早餐勃起特别痛，尿道还在分泌白黄色液体,外科,泌尿外科,尿道炎好了，小便不刺痛了，当天晚上就喝酒,男
461,17岁,就是想上厕所就得那几分钟解决   不然就会疼   憋的时间越久越疼    而且疼的时候得蹲着    不然害怕会尿  在久点就会直接尿了       有时候半夜突然起来想尿  但是根本来不及去厕所   没蹲好就会尿了        尿的次数也比较多    有时候晚上半个小时内要上三次厕所        这样已经有快四年了   之前16年的时候去医院检查过说是尿路感染    然后买药回家当时吃好了点 没有那么疼了   就是没好  后来就没管它了    这次想彻底治好   因为真的很影响日常生活  疼不说  最怕哪天又尿了  很难堪,外科,泌尿外科,尿路感染尿频尿不尽,女
462,66岁,每天醒来舌头涩，眼睛发扎，尿频小便有灼烧感，之前去医院检查血糖偏高，请问这些症状跟血糖有关系吗？会是糖尿病前兆吗？还是上火引起的？感谢医生们的解答！,外科,泌尿外科,清晨口干舌涩，眼睛有异物感，请问是什么病,男
463,52岁,以前尿急尿频，吃过药后，现在老感觉憋尿。，但没有尿急尿频尿不畅的感觉。,外科,泌尿外科,以前尿急尿频，吃过药后，现在老感觉憋尿。,女
464,20岁,你好就是尿急尿频还腰有做尿常规但是都没问题想问一下是不是肾气虚,外科,泌尿外科,你好就是尿急尿频还腰有做尿常规但是都没问,女
465,20岁,4月开始频繁遗精一直到10月才去医院治疗医生说是前列腺炎我有4年的前列腺炎10月半开始吃药到11月遗精4次11月遗精2次12月一次没遗精了但是我晚上睡觉会感觉到阴茎勃起要射然后不受控制的憋住了估计和我以前频遗自己控制导致的看网上说这样会加重前列腺炎还会导致逆向射精，我该怎么办？，还有现在我一看女生或者色图都不不自主的联想，而且感觉下体不舒服，感觉心里有障碍。还有吃2个月药了我前列腺炎还是没有好转，晚上睡觉感觉一直勃起，一晚上起来5次一站起来它就消下去，但是睡着醒来它又硬气来了,外科,男科,前列腺炎频繁遗精,男
